;id;Name;SMILE;Taste;Reference;Note;SMILES_check;Std_SMILES;Parent_SMILES
1715;1787;Asp 132;CC(NC(=O)C(CC(=O)O)N)CC(=O)OC1CCCCC1;Sweet;Rojas et al. (2017);none;CC(CC(=O)OC1CCCCC1)NC(=O)C(N)CC(=O)O;CC(CC(=O)OC1CCCCC1)NC(=O)C(N)CC(=O)O;CC(CC(=O)OC1CCCCC1)NC(=O)C(N)CC(=O)O
1716;1788;Asp 134;CCC(OC(=O)CCNC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none;CCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O;CCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O;CCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O
1717;1789;Asp 135;NC(C(=O)NCCC(=O)OC(C)(C)C)CC(=O)O;Sweet;Rojas et al. (2017);none;CC(C)(C)OC(=O)CCNC(=O)C(N)CC(=O)O;CC(C)(C)OC(=O)CCNC(=O)C(N)CC(=O)O;CC(C)(C)OC(=O)CCNC(=O)C(N)CC(=O)O
1718;1790;Asp 136;CCC(OC(=O)CCNC(=O)C(CC(=O)O)N)CC;Sweet;Rojas et al. (2017);none;CCC(CC)OC(=O)CCNC(=O)C(N)CC(=O)O;CCC(CC)OC(=O)CCNC(=O)C(N)CC(=O)O;CCC(CC)OC(=O)CCNC(=O)C(N)CC(=O)O
1719;1791;Asp 137;CCCC(OC(=O)CCNC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none;CCCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O;CCCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O;CCCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O
1720;1792;Asp 138;O=C(OC1CCCC1)CCNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;NC(CC(=O)O)C(=O)NCCC(=O)OC1CCCC1;NC(CC(=O)O)C(=O)NCCC(=O)OC1CCCC1;NC(CC(=O)O)C(=O)NCCC(=O)OC1CCCC1
1721;1793;Asp 139;OC(=O)CC(C(=O)NCCC(=O)OC1CCCCC1)N;Sweet;Rojas et al. (2017);none;NC(CC(=O)O)C(=O)NCCC(=O)OC1CCCCC1;NC(CC(=O)O)C(=O)NCCC(=O)OC1CCCCC1;NC(CC(=O)O)C(=O)NCCC(=O)OC1CCCCC1
1722;1794;Asp 14;CC(NC(=O)C(CC(=O)O)N)CCOCC;Sweet;Rojas et al. (2017);none;CCOCCC(C)NC(=O)C(N)CC(=O)O;CCOCCC(C)NC(=O)C(N)CC(=O)O;CCOCCC(C)NC(=O)C(N)CC(=O)O
1723;1795;Asp 140;CC(C(=O)OC(C)C)CNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(C)OC(=O)C(C)CNC(=O)C(N)CC(=O)O;CC(C)OC(=O)C(C)CNC(=O)C(N)CC(=O)O;CC(C)OC(=O)C(C)CNC(=O)C(N)CC(=O)O
1724;1796;Asp 141;CC(C(=O)OC(C)(C)C)CNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(CNC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C;CC(CNC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C;CC(CNC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C
1725;1797;Asp 142;OC(=O)CC(C(=O)NCC(C(=O)OC1CCCC1)C)N;Sweet;Rojas et al. (2017);none;CC(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1;CC(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1;CC(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1
1726;1798;Asp 143;CC(C(=O)OC1CCCCC1)CNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1;CC(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1;CC(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1
1727;1799;Asp 15;CCCCCCC(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none;CCCCCCC(C)NC(=O)C(N)CC(=O)O;CCCCCCC(C)NC(=O)C(N)CC(=O)O;CCCCCCC(C)NC(=O)C(N)CC(=O)O
1728;1800;Asp 153;CC(NC(=O)C(CC(=O)O)N)CC(=O)OC;Sweet;Rojas et al. (2017);none;COC(=O)CC(C)NC(=O)C(N)CC(=O)O;COC(=O)CC(C)NC(=O)C(N)CC(=O)O;COC(=O)CC(C)NC(=O)C(N)CC(=O)O
1729;1801;Asp 154;COC(=O)CCNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;COC(=O)CCNC(=O)C(N)CC(=O)O;COC(=O)CCNC(=O)C(N)CC(=O)O;COC(=O)CCNC(=O)C(N)CC(=O)O
1730;1802;Asp 155;NC(C(=O)NCCC(=O)OC(C)C)CC(=O)O;Sweet;Rojas et al. (2017);none;CC(C)OC(=O)CCNC(=O)C(N)CC(=O)O;CC(C)OC(=O)CCNC(=O)C(N)CC(=O)O;CC(C)OC(=O)CCNC(=O)C(N)CC(=O)O
1731;1803;Asp 156;CCOC(=O)CC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCOC(=O)CC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCOC(=O)CC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCOC(=O)CC(NC(=O)C(N)CC(=O)O)C(=O)OC
1732;1804;Asp 157;COC(=O)C(NC(=O)C(CC(=O)O)N)CC(=O)OC(C)(C)C;Sweet;Rojas et al. (2017);none;COC(=O)C(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O
1733;1805;Asp 159;CCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCC(NC(=O)C(N)CC(=O)O)C(=O)OC
1734;1806;Asp 16;CCC(Cc1ccccc1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCC(Cc1ccccc1)NC(=O)C(N)CC(=O)O;CCC(Cc1ccccc1)NC(=O)C(N)CC(=O)O;CCC(Cc1ccccc1)NC(=O)C(N)CC(=O)O
1735;1807;Asp 160;OCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;COC(=O)C(CO)NC(=O)C(N)CC(=O)O;COC(=O)C(CO)NC(=O)C(N)CC(=O)O;COC(=O)C(CO)NC(=O)C(N)CC(=O)O
1736;1808;Asp 161;CCOC(=O)C(NC(=O)C(CC(=O)O)N)CO;Sweet;Rojas et al. (2017);none;CCOC(=O)C(CO)NC(=O)C(N)CC(=O)O;CCOC(=O)C(CO)NC(=O)C(N)CC(=O)O;CCOC(=O)C(CO)NC(=O)C(N)CC(=O)O
1737;1809;Asp 163;OCC(C(=O)OC(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(C)OC(=O)C(CO)NC(=O)C(N)CC(=O)O;CC(C)OC(=O)C(CO)NC(=O)C(N)CC(=O)O;CC(C)OC(=O)C(CO)NC(=O)C(N)CC(=O)O
1738;1810;Asp 164;CCCCOC(=O)C(NC(=O)C(CC(=O)O)N)CO;Sweet;Rojas et al. (2017);none;CCCCOC(=O)C(CO)NC(=O)C(N)CC(=O)O;CCCCOC(=O)C(CO)NC(=O)C(N)CC(=O)O;CCCCOC(=O)C(CO)NC(=O)C(N)CC(=O)O
1739;1811;Asp 165;OCC(C(=O)OCC(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(C)COC(=O)C(CO)NC(=O)C(N)CC(=O)O;CC(C)COC(=O)C(CO)NC(=O)C(N)CC(=O)O;CC(C)COC(=O)C(CO)NC(=O)C(N)CC(=O)O
1740;1812;Asp 166;OCC(C(=O)OC1CCCCC1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;NC(CC(=O)O)C(=O)NC(CO)C(=O)OC1CCCCC1;NC(CC(=O)O)C(=O)NC(CO)C(=O)OC1CCCCC1;NC(CC(=O)O)C(=O)NC(CO)C(=O)OC1CCCCC1
1741;1813;Asp 167;COC(=O)C(C(O)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O;COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O;COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O
1742;1814;Asp 168;CCOC(=O)C(C(O)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O
1743;1815;Asp 169;CCCOC(=O)C(C(O)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O;CCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O;CCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O
1744;1816;Asp 17;NC(C(=O)NC(Cc1ccccc1)(C)C)CC(=O)O;Sweet;Rojas et al. (2017);none;CC(C)(Cc1ccccc1)NC(=O)C(N)CC(=O)O;CC(C)(Cc1ccccc1)NC(=O)C(N)CC(=O)O;CC(C)(Cc1ccccc1)NC(=O)C(N)CC(=O)O
1745;1817;Asp 170;OC(=O)CC(C(=O)NC(C(=O)OC(C)C)C(O)C)N;Sweet;Rojas et al. (2017);none;CC(C)OC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O;CC(C)OC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O;CC(C)OC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O
1746;1818;Asp 171;CCCCOC(=O)C(C(O)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O;CCCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O;CCCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O
1747;1819;Asp 172;CC(COC(=O)C(C(O)C)NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none;CC(C)COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O;CC(C)COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O;CC(C)COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O
1748;1820;Asp 173;CC(C(C(=O)OC1CCCCC1)NC(=O)C(CC(=O)O)N)O;Sweet;Rojas et al. (2017);none;CC(O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1;CC(O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1;CC(O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1
1749;1821;Asp 18;CCCCCC(C(NC(=O)C(CC(=O)O)N)C)C;Sweet;Rojas et al. (2017);none;CCCCCC(C)C(C)NC(=O)C(N)CC(=O)O;CCCCCC(C)C(C)NC(=O)C(N)CC(=O)O;CCCCCC(C)C(C)NC(=O)C(N)CC(=O)O
1750;1822;Asp 181;CCCOC(=O)C(NC(=O)C(CC(=O)O)N)CC;Sweet;Rojas et al. (2017);none;CCCOC(=O)C(CC)NC(=O)C(N)CC(=O)O;CCCOC(=O)C(CC)NC(=O)C(N)CC(=O)O;CCCOC(=O)C(CC)NC(=O)C(N)CC(=O)O
1751;1823;Asp 182;COC(=O)CNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;COC(=O)CNC(=O)C(N)CC(=O)O;COC(=O)CNC(=O)C(N)CC(=O)O;COC(=O)CNC(=O)C(N)CC(=O)O
1752;1824;Asp 183;CCCOC(=O)CNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCCOC(=O)CNC(=O)C(N)CC(=O)O;CCCOC(=O)CNC(=O)C(N)CC(=O)O;CCCOC(=O)CNC(=O)C(N)CC(=O)O
1753;1825;Asp 184;NC(C(=O)NCC(=O)OC1CCCCC1)CC(=O)O;Sweet;Rojas et al. (2017);none;NC(CC(=O)O)C(=O)NCC(=O)OC1CCCCC1;NC(CC(=O)O)C(=O)NCC(=O)OC1CCCCC1;NC(CC(=O)O)C(=O)NCC(=O)OC1CCCCC1
1754;1826;Asp 185;CCCOC(=O)C(NC(=O)C(CC(=O)O)N)CCC;Sweet;Rojas et al. (2017);none;CCCOC(=O)C(CCC)NC(=O)C(N)CC(=O)O;CCCOC(=O)C(CCC)NC(=O)C(N)CC(=O)O;CCCOC(=O)C(CCC)NC(=O)C(N)CC(=O)O
1755;1827;Asp 186;COC(=O)C(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none;COC(=O)C(C)NC(=O)C(N)CC(=O)O;COC(=O)C(C)NC(=O)C(N)CC(=O)O;COC(=O)C(C)NC(=O)C(N)CC(=O)O
1756;1828;Asp 187;CC(C(=O)OCC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCOC(=O)C(C)NC(=O)C(N)CC(=O)O;CCOC(=O)C(C)NC(=O)C(N)CC(=O)O;CCOC(=O)C(C)NC(=O)C(N)CC(=O)O
1757;1829;Asp 188;CCCOC(=O)C(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none;CCCOC(=O)C(C)NC(=O)C(N)CC(=O)O;CCCOC(=O)C(C)NC(=O)C(N)CC(=O)O;CCCOC(=O)C(C)NC(=O)C(N)CC(=O)O
1758;1830;Asp 189;CC(C(=O)OC(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(C)OC(=O)C(C)NC(=O)C(N)CC(=O)O;CC(C)OC(=O)C(C)NC(=O)C(N)CC(=O)O;CC(C)OC(=O)C(C)NC(=O)C(N)CC(=O)O
1759;1831;Asp 190;CCCCOC(=O)C(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none;CCCCOC(=O)C(C)NC(=O)C(N)CC(=O)O;CCCCOC(=O)C(C)NC(=O)C(N)CC(=O)O;CCCCOC(=O)C(C)NC(=O)C(N)CC(=O)O
1760;1832;Asp 191;CCCCCOC(=O)C(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none;CCCCCOC(=O)C(C)NC(=O)C(N)CC(=O)O;CCCCCOC(=O)C(C)NC(=O)C(N)CC(=O)O;CCCCCOC(=O)C(C)NC(=O)C(N)CC(=O)O
1761;1833;Asp 192;CCC(C(=O)OC(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C;CCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C;CCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C
1762;1834;Asp 193;OC(=O)CC(C(=O)NC(C(=O)OC(C)C)C(C)C)N;Sweet;Rojas et al. (2017);none;CC(C)OC(=O)C(NC(=O)C(N)CC(=O)O)C(C)C;CC(C)OC(=O)C(NC(=O)C(N)CC(=O)O)C(C)C;CC(C)OC(=O)C(NC(=O)C(N)CC(=O)O)C(C)C
1763;1835;Asp 194;CCCC(C(=O)OC(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C;CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C;CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C
1764;1836;Asp 197;COC(=O)C(C(=O)OC(C)(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C;COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C;COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C
1765;1837;Asp 198;CCC(OC(=O)C(C(=O)OC)NC(=O)C(CC(=O)O)N)CC;Sweet;Rojas et al. (2017);none;CCC(CC)OC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC;CCC(CC)OC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC;CCC(CC)OC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC
1766;1838;Asp 2;NC(C(=O)NCCC1CCCCC1)CC(=O)O;Sweet;Rojas et al. (2017);none;NC(CC(=O)O)C(=O)NCCC1CCCCC1;NC(CC(=O)O)C(=O)NCCC1CCCCC1;NC(CC(=O)O)C(=O)NCCC1CCCCC1
1767;1839;Asp 20;COC(=O)C(NC(=O)C(CC(=O)O)N)CC1CCCCC1;Sweet;Rojas et al. (2017);none;COC(=O)C(CC1CCCCC1)NC(=O)C(N)CC(=O)O;COC(=O)C(CC1CCCCC1)NC(=O)C(N)CC(=O)O;COC(=O)C(CC1CCCCC1)NC(=O)C(N)CC(=O)O
1768;1840;Asp 204;COC(=O)C(C(=O)OC1CCCC(C1)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC(C)C1;COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC(C)C1;COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC(C)C1
1769;1841;Asp 207;COC(=O)C(C(=O)OC1CC(C)CC(C1)(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC(C)CC(C)(C)C1;COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC(C)CC(C)(C)C1;COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC(C)CC(C)(C)C1
1770;1842;Asp 208;COC(=O)C(C(=O)OC(=O)OC1CC2C(C1(C)CC2)(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(=O)OC1CC2CCC1(C)C2(C)C;COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(=O)OC1CC2CCC1(C)C2(C)C;COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(=O)OC1CC2CCC1(C)C2(C)C
1771;1843;Asp 21;CCCCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC
1772;1844;Asp 211;CCOC(=O)C(C(=O)OC(C)(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C
1773;1845;Asp 212;CCOC(=O)C(C(=O)OC1CCCC1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1
1774;1846;Asp 213;CCOC(=O)C(C(=O)OC1CCCCC1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1
1775;1847;Asp 214;CCOC(=O)C(C(=O)OC1CCCCC1C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C
1776;1848;Asp 215;CCOC(=O)C(C(=O)OC(=O)OC1CC2C(C1(C)CC2)(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(=O)OC1CC2CCC1(C)C2(C)C;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(=O)OC1CC2CCC1(C)C2(C)C;CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(=O)OC1CC2CCC1(C)C2(C)C
1777;1849;Asp 22;COC(=O)C(NC(=O)C(CC(=O)O)N)CCC(C)C;Sweet;Rojas et al. (2017);none;COC(=O)C(CCC(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(CCC(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(CCC(C)C)NC(=O)C(N)CC(=O)O
1778;1850;Asp 23;CCCCCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC
1779;1851;Asp 24;CCCCCCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC
1780;1852;Asp 3;CC(Cc1ccccc1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(Cc1ccccc1)NC(=O)C(N)CC(=O)O;CC(Cc1ccccc1)NC(=O)C(N)CC(=O)O;CC(Cc1ccccc1)NC(=O)C(N)CC(=O)O
1781;1853;Asp 4;CC(Cc1ccc(cc1)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;Cc1ccc(CC(C)NC(=O)C(N)CC(=O)O)cc1;Cc1ccc(CC(C)NC(=O)C(N)CC(=O)O)cc1;Cc1ccc(CC(C)NC(=O)C(N)CC(=O)O)cc1
1782;1854;Asp 5;CC(NC(=O)C(CC(=O)O)N)COc1ccccc1;Sweet;Rojas et al. (2017);none;CC(COc1ccccc1)NC(=O)C(N)CC(=O)O;CC(COc1ccccc1)NC(=O)C(N)CC(=O)O;CC(COc1ccccc1)NC(=O)C(N)CC(=O)O
1783;1855;Asp 52;COC(=O)C(NC(=O)C(CC(=O)O)N)CCCCNOC(=O)C;Sweet;Rojas et al. (2017);none;COC(=O)C(CCCCNOC(C)=O)NC(=O)C(N)CC(=O)O;COC(=O)C(CCCCNOC(C)=O)NC(=O)C(N)CC(=O)O;COC(=O)C(CCCCNOC(C)=O)NC(=O)C(N)CC(=O)O
1784;1856;Asp 53;COC(=O)C(NC(=O)C(CC(=O)O)N)CCCNOC(=O)C;Sweet;Rojas et al. (2017);none;COC(=O)C(CCCNOC(C)=O)NC(=O)C(N)CC(=O)O;COC(=O)C(CCCNOC(C)=O)NC(=O)C(N)CC(=O)O;COC(=O)C(CCCNOC(C)=O)NC(=O)C(N)CC(=O)O
1785;1857;Asp 55;COC(=O)C(NC(=O)C(CC(=O)O)N)CC(C(=O)OC)C;Sweet;Rojas et al. (2017);none;COC(=O)C(C)CC(NC(=O)C(N)CC(=O)O)C(=O)OC;COC(=O)C(C)CC(NC(=O)C(N)CC(=O)O)C(=O)OC;COC(=O)C(C)CC(NC(=O)C(N)CC(=O)O)C(=O)OC
1786;1858;Asp 56;CCCC(C(C(=O)OC)NC(=O)C(CC(=O)O)N)O;Sweet;Rojas et al. (2017);none;CCCC(O)C(NC(=O)C(N)CC(=O)O)C(=O)OC;CCCC(O)C(NC(=O)C(N)CC(=O)O)C(=O)OC;CCCC(O)C(NC(=O)C(N)CC(=O)O)C(=O)OC
1787;1859;Asp 58;COC(=O)CCCNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;COC(=O)CCCNC(=O)C(N)CC(=O)O;COC(=O)CCCNC(=O)C(N)CC(=O)O;COC(=O)CCCNC(=O)C(N)CC(=O)O
1788;1860;Asp 6;CC(Cc1ccc(cc1)F)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(Cc1ccc(F)cc1)NC(=O)C(N)CC(=O)O;CC(Cc1ccc(F)cc1)NC(=O)C(N)CC(=O)O;CC(Cc1ccc(F)cc1)NC(=O)C(N)CC(=O)O
1789;1861;Asp 60;COC(=O)C(NC(=O)C(CC(=O)O)N)CSCC;Sweet;Rojas et al. (2017);none;CCSCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCSCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCSCC(NC(=O)C(N)CC(=O)O)C(=O)OC
1790;1862;Asp 61;CCCSCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCCSCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCCSCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCCSCC(NC(=O)C(N)CC(=O)O)C(=O)OC
1791;1863;Asp 62;COC(=O)C(NC(=O)C(CC(=O)O)N)CSC(C)C;Sweet;Rojas et al. (2017);none;COC(=O)C(CSC(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(CSC(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(CSC(C)C)NC(=O)C(N)CC(=O)O
1792;1864;Asp 63;COC(=O)C(NC(=O)C(CC(=O)O)N)CSC(C)(C)C;Sweet;Rojas et al. (2017);none;COC(=O)C(CSC(C)(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(CSC(C)(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(CSC(C)(C)C)NC(=O)C(N)CC(=O)O
1793;1865;Asp 64;COC(=O)C(NC(=O)C(CC(=O)O)N)COC(C)(C)C;Sweet;Rojas et al. (2017);none;COC(=O)C(COC(C)(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(COC(C)(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(COC(C)(C)C)NC(=O)C(N)CC(=O)O
1794;1866;Asp 65;COC(=O)C(Cc1ccc(cc1)O)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;COC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O;COC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O;COC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O
1795;1867;Asp 66;COC(=O)CCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;COC(=O)CCC(NC(=O)C(N)CC(=O)O)C(=O)OC;COC(=O)CCC(NC(=O)C(N)CC(=O)O)C(=O)OC;COC(=O)CCC(NC(=O)C(N)CC(=O)O)C(=O)OC
1796;1868;Asp 67;CC(=O)OCCNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(=O)OCCNC(=O)C(N)CC(=O)O;CC(=O)OCCNC(=O)C(N)CC(=O)O;CC(=O)OCCNC(=O)C(N)CC(=O)O
