id;Name;SMILE;Taste;Reference;Note
1818;Asp 171;CCCCOC(=O)C(C(O)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1819;Asp 172;CC(COC(=O)C(C(O)C)NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none
1820;Asp 173;CC(C(C(=O)OC1CCCCC1)NC(=O)C(CC(=O)O)N)O;Sweet;Rojas et al. (2017);none
1821;Asp 18;CCCCCC(C(NC(=O)C(CC(=O)O)N)C)C;Sweet;Rojas et al. (2017);none
1822;Asp 181;CCCOC(=O)C(NC(=O)C(CC(=O)O)N)CC;Sweet;Rojas et al. (2017);none
1823;Asp 182;COC(=O)CNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1824;Asp 183;CCCOC(=O)CNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1825;Asp 184;NC(C(=O)NCC(=O)OC1CCCCC1)CC(=O)O;Sweet;Rojas et al. (2017);none
1826;Asp 185;CCCOC(=O)C(NC(=O)C(CC(=O)O)N)CCC;Sweet;Rojas et al. (2017);none
1827;Asp 186;COC(=O)C(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none
1828;Asp 187;CC(C(=O)OCC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1829;Asp 188;CCCOC(=O)C(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none
1830;Asp 189;CC(C(=O)OC(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1831;Asp 190;CCCCOC(=O)C(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none
1832;Asp 191;CCCCCOC(=O)C(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none
1833;Asp 192;CCC(C(=O)OC(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1834;Asp 193;OC(=O)CC(C(=O)NC(C(=O)OC(C)C)C(C)C)N;Sweet;Rojas et al. (2017);none
1835;Asp 194;CCCC(C(=O)OC(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1836;Asp 197;COC(=O)C(C(=O)OC(C)(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1837;Asp 198;CCC(OC(=O)C(C(=O)OC)NC(=O)C(CC(=O)O)N)CC;Sweet;Rojas et al. (2017);none
1838;Asp 2;NC(C(=O)NCCC1CCCCC1)CC(=O)O;Sweet;Rojas et al. (2017);none
1839;Asp 20;COC(=O)C(NC(=O)C(CC(=O)O)N)CC1CCCCC1;Sweet;Rojas et al. (2017);none
1840;Asp 204;COC(=O)C(C(=O)OC1CCCC(C1)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1841;Asp 207;COC(=O)C(C(=O)OC1CC(C)CC(C1)(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1842;Asp 208;COC(=O)C(C(=O)OC(=O)OC1CC2C(C1(C)CC2)(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1843;Asp 21;CCCCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1844;Asp 211;CCOC(=O)C(C(=O)OC(C)(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1845;Asp 212;CCOC(=O)C(C(=O)OC1CCCC1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1846;Asp 213;CCOC(=O)C(C(=O)OC1CCCCC1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1847;Asp 214;CCOC(=O)C(C(=O)OC1CCCCC1C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1848;Asp 215;CCOC(=O)C(C(=O)OC(=O)OC1CC2C(C1(C)CC2)(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1849;Asp 22;COC(=O)C(NC(=O)C(CC(=O)O)N)CCC(C)C;Sweet;Rojas et al. (2017);none
1850;Asp 23;CCCCCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1851;Asp 24;CCCCCCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1852;Asp 3;CC(Cc1ccccc1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1853;Asp 4;CC(Cc1ccc(cc1)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1854;Asp 5;CC(NC(=O)C(CC(=O)O)N)COc1ccccc1;Sweet;Rojas et al. (2017);none
1855;Asp 52;COC(=O)C(NC(=O)C(CC(=O)O)N)CCCCNOC(=O)C;Sweet;Rojas et al. (2017);none
1856;Asp 53;COC(=O)C(NC(=O)C(CC(=O)O)N)CCCNOC(=O)C;Sweet;Rojas et al. (2017);none
1857;Asp 55;COC(=O)C(NC(=O)C(CC(=O)O)N)CC(C(=O)OC)C;Sweet;Rojas et al. (2017);none
1858;Asp 56;CCCC(C(C(=O)OC)NC(=O)C(CC(=O)O)N)O;Sweet;Rojas et al. (2017);none
1859;Asp 58;COC(=O)CCCNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1860;Asp 6;CC(Cc1ccc(cc1)F)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1861;Asp 60;COC(=O)C(NC(=O)C(CC(=O)O)N)CSCC;Sweet;Rojas et al. (2017);none
1862;Asp 61;CCCSCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1863;Asp 62;COC(=O)C(NC(=O)C(CC(=O)O)N)CSC(C)C;Sweet;Rojas et al. (2017);none
1864;Asp 63;COC(=O)C(NC(=O)C(CC(=O)O)N)CSC(C)(C)C;Sweet;Rojas et al. (2017);none
1865;Asp 64;COC(=O)C(NC(=O)C(CC(=O)O)N)COC(C)(C)C;Sweet;Rojas et al. (2017);none
1866;Asp 65;COC(=O)C(Cc1ccc(cc1)O)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1867;Asp 66;COC(=O)CCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1868;Asp 67;CC(=O)OCCNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1869;Asp 68;CCC(=O)OCCNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1870;Asp 69;CCCC(=O)OCCNC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1871;Asp 7;CC(Cc1ccco1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1872;Asp 70;NC(C(=O)NCCOC(=O)C(C)C)CC(=O)O;Sweet;Rojas et al. (2017);none
1873;Asp 71;NC(C(=O)NCCOC(=O)C1CC1)CC(=O)O;Sweet;Rojas et al. (2017);none
1874;Asp 72;NC(C(=O)NCCOC(=O)C1CCC1)CC(=O)O;Sweet;Rojas et al. (2017);none
1875;Asp 73;CC(CC(=O)OCCNC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none
1876;Asp 74;CC(NC(=O)C(CC(=O)O)N)COC(=O)C;Sweet;Rojas et al. (2017);none
1877;Asp 75;CC(NC(=O)C(CC(=O)O)N)COC(=O)CC;Sweet;Rojas et al. (2017);none
1878;Asp 76;CC(NC(=O)C(CC(=O)O)N)COC(=O)C=C;Sweet;Rojas et al. (2017);none
1879;Asp 77;CCCC(=O)OCC(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none
1880;Asp 78;CC(NC(=O)C(CC(=O)O)N)COC(=O)C(C)C;Sweet;Rojas et al. (2017);none
1881;Asp 79;CC(NC(=O)C(CC(=O)O)N)COC(=O)C(=C)C;Sweet;Rojas et al. (2017);none
1882;Asp 8;CC(NC(=O)C(CC(=O)O)N)CC1CCCCC1;Sweet;Rojas et al. (2017);none
1883;Asp 80;CC(NC(=O)C(CC(=O)O)N)COC(=O)C1CC1;Sweet;Rojas et al. (2017);none
1884;Asp 81;CCCCC(=O)OCC(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none
1885;Asp 82;CC(NC(=O)C(CC(=O)O)N)COC(=O)C(CC)C;Sweet;Rojas et al. (2017);none
1886;Asp 83;CC(CC(=O)OCC(NC(=O)C(CC(=O)O)N)C)C;Sweet;Rojas et al. (2017);none
1887;Asp 84;CC(NC(=O)C(CC(=O)O)N)COC(=O)C(C)(C)C;Sweet;Rojas et al. (2017);none
1888;Asp 85;CC(NC(=O)C(CC(=O)O)N)COC(=O)C1CC1C;Sweet;Rojas et al. (2017);none
1889;Asp 86;CC(NC(=O)C(CC(=O)O)N)COC(=O)C1CCC1;Sweet;Rojas et al. (2017);none
1890;Asp 87;CCC(C(=O)OCC(NC(=O)C(CC(=O)O)N)C)CC;Sweet;Rojas et al. (2017);none
1891;Asp 88;CC(NC(=O)C(CC(=O)O)N)COC(=O)C1CCC1C;Sweet;Rojas et al. (2017);none
1892;Asp 89;CC(NC(=O)C(CC(=O)O)N)COC(=O)C1CCCC1;Sweet;Rojas et al. (2017);none
1893;Asp 9;CCCCC(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none
1894;Asp 90;OCC(NC(=O)C(CC(=O)O)N)COC(=O)C;Sweet;Rojas et al. (2017);none
1895;Asp 91;OCC(NC(=O)C(CC(=O)O)N)COC(=O)CC;Sweet;Rojas et al. (2017);none
1896;Asp 92;OCC(NC(=O)C(CC(=O)O)N)COC(=O)C1CC1;Sweet;Rojas et al. (2017);none
1897;Asp 93;OCC(NC(=O)C(CC(=O)O)N)COC(=O)C(C)C;Sweet;Rojas et al. (2017);none
1898;Asp 94;CCCC(=O)OCC(NC(=O)C(CC(=O)O)N)CO;Sweet;Rojas et al. (2017);none
1899;Asp 95;OCC(NC(=O)C(CC(=O)O)N)COC(=O)C1CCC1;Sweet;Rojas et al. (2017);none
1900;Asp 96;OCC(NC(=O)C(CC(=O)O)N)COC(=O)CC(C)C;Sweet;Rojas et al. (2017);none
1901;Asp 97;OCC(NC(=O)C(CC(=O)O)N)COC(=O)C(CC)C;Sweet;Rojas et al. (2017);none
1902;Asp 98;OCC(NC(=O)C(CC(=O)O)N)COC(=O)C1CCCC1;Sweet;Rojas et al. (2017);none
1903;Asp 99;CCC(NC(=O)C(CC(=O)O)N)COC(=O)C;Sweet;Rojas et al. (2017);none
1904;Asparagine;NC(=O)CC(C(=O)O)N;Sweet;Rojas et al. (2017);none
1905;Aspartame/Aspartyl-phenylalanine methylester;COC(=O)C(NC(=O)C(CC(=O)O)N)Cc1ccccc1;Sweet;Rojas et al. (2017);none
1906;Aspartame-acesulfame salt;CC1=CC(=O)NS(=O)(=O)O1.COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
1907;Aspartic acid fenchyl ester;COC(=O)C(C(=O)OC1C2(C)CCC(C1(C)C)C2)NC(=O)C(C(=O)O)N;Sweet;Rojas et al. (2017);none
1908;Baiyunoside;OCC1OC(OC2CCC3(C(C2(C)C)CCC(=C3CCc2cocc2)C)C)C(C(C1O)O)OC1OCC(C(C1O)O)O;Sweet;Rojas et al. (2017);none
1909;Bernardame;N#Cc1ccc(cc1)N=C(NCc1cccc(c1)C)NCC(=O)O;Sweet;Rojas et al. (2017);none
1910;Bibenzyl derivative (8);COc1ccc(cc1O)CCc1ccccc1;Sweet;Rojas et al. (2017);none
1911;Bromo-nitroaniline;O=N(=O)c1ccc(c(c1)N)Br;Sweet;Rojas et al. (2017);none
1912;Butoxy-nitroaniline;CCCCOc1ccc(cc1N)N(=O)=O;Sweet;Rojas et al. (2017);none
1913;Calcium cyclamate;C1CCC(CC1)NS(=O)(=O)[O-].C1CCC(CC1)NS(=O)(=O)[O-].[Ca+2];Sweet;Rojas et al. (2017);none
1914;Calcium saccharin;C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[Ca+2];Sweet;Rojas et al. (2017);none
1915;Chloro-nitroaniline;O=N(=O)c1ccc(c(c1)N)Cl;Sweet;Rojas et al. (2017);none
1916;Compound 12;Clc1ccc(cc1)C(=O)c1ccccc1C(=O)O;Sweet;Rojas et al. (2017);none
1917;Compound 18;Oc1cccc(c1)C1OCc2c(S1)cccc2;Sweet;Rojas et al. (2017);none
1918;Compound 20;COc1ccc(cc1OC(=O)Nc1ccccc1)C1OCc2c(S1)cccc2;Sweet;Rojas et al. (2017);none
1919;Compound 21;COc1ccc(cc1OC(=O)Nc1ccc(cc1)N(=O)=O)C1OCc2c(S1)cccc2;Sweet;Rojas et al. (2017);none
1920;Compound 26;COc1ccc(c(c1O)C=Cc1ccc(cc1)N(=O)=O)C1OCc2c(S1)cccc2;Sweet;Rojas et al. (2017);none
1921;Compound 3;Cc1ccc(cc1)C(=O)c1ccccc1C(=O)O;Sweet;Rojas et al. (2017);none
1922;Compound 32;COc1ccc(cc1O)CCC(=O)c1c(O)cc(cc1O)O;Sweet;Rojas et al. (2017);none
1923;Compound 34;COc1ccc(cc1O)C1Cc2cc(O)cc(c2C(=O)C1OC(=O)C)O;Sweet;Rojas et al. (2017);none
1924;Compound 4;CCOc1ccc(cc1)C(=O)c1ccccc1C(=O)O;Sweet;Rojas et al. (2017);none
1925;Compound 4;COc1ccc(cc1O)C1OCc2c(S1)cccc2;Sweet;Rojas et al. (2017);none
1926;Compound 42;COc1ccc(cc1)C(=O)C=CC(=O)O;Sweet;Rojas et al. (2017);none
1927;Compound 5;COc1ccc(cc1O)C1OCc2c(C1)cccc2;Sweet;Rojas et al. (2017);none
1928;Compound 6;COc1ccc(cc1O)C1COc2c(S1)cccc2;Sweet;Rojas et al. (2017);none
1929;Compound 7;Oc1ccc(cc1)C(=O)c1ccccc1C(=O)O;Sweet;Rojas et al. (2017);none
1930;Compound 8;COc1ccc2c(c1O)CCC1C2CCC2(C1CCC2)C;Sweet;Rojas et al. (2017);none
1931;Compound 9;COc1ccc(cc1O)C1SCC23C(O1)CC(C3(C)C)CC2;Sweet;Rojas et al. (2017);none
1932;Compound 9;O=C(c1ccccc1C(=O)O)c1ccc(cc1)N(C)C;Sweet;Rojas et al. (2017);none
1933;Compound LIV;COc1ccc(cc1O)CCc1ccc(cc1)O;Sweet;Rojas et al. (2017);none
1934;Compound LIX;COc1ccc(cc1O)CCc1ccc(cc1)F;Sweet;Rojas et al. (2017);none
1935;Compound LXV;COc1ccc(cc1O)CCc1ccc2c(c1)OCO2;Sweet;Rojas et al. (2017);none
1936;Compound LXVI;CCOc1ccc(cc1O)CCc1ccccc1;Sweet;Rojas et al. (2017);none
1937;Compound LXXIX;COc1ccc(cc1O)C1OC(=O)c2c(S1)cccc2;Sweet;Rojas et al. (2017);none
1938;Compound LXXVIII;COc1ccc(cc1O)C1OC(=O)c2c(O1)cccc2;Sweet;Rojas et al. (2017);none
1939;Compound LXXX;COc1ccc(cc1O)C1NC(=O)c2c(C1)cccc2O;Sweet;Rojas et al. (2017);none
1940;Compound LXXXIX;COc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2O;Sweet;Rojas et al. (2017);none
1941;Compound LXXXV;COc1ccc(cc1O)C1OCc2c(C1)cccc2O;Sweet;Rojas et al. (2017);none
1942;Compound V;COc1ccc(cc1OC(=O)C)C1OC(=O)c2c(C1)cccc2OC(=O)C;Sweet;Rojas et al. (2017);none
1943;Compound VII;COc1ccc(cc1O)C1OC(=O)c2c(C1)cccc2;Sweet;Rojas et al. (2017);none
1944;Compound XC;CCOc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2O;Sweet;Rojas et al. (2017);none
1945;Compound XCI;CCCOc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2O;Sweet;Rojas et al. (2017);none
1946;Compound XCV;COc1ccc(cc1O)CCC(=O)c1ccccc1O;Sweet;Rojas et al. (2017);none
1947;Compound XCVI;CCOc1ccc(cc1O)CCC(=O)c1ccccc1O;Sweet;Rojas et al. (2017);none
1948;Compound XIV;COc1ccc(cc1O)CCCc1ccccc1;Sweet;Rojas et al. (2017);none
1949;Compound XL;COc1ccc(cc1O)CCc1ccccc1C;Sweet;Rojas et al. (2017);none
1950;Compound XLI;COc1ccc(cc1O)CCc1ccccc1O;Sweet;Rojas et al. (2017);none
1951;Compound XLII;COc1ccc(cc1O)CCc1ccccc1OC;Sweet;Rojas et al. (2017);none
1952;Compound XLIII;COc1ccc(cc1O)CCc1ccccc1CO;Sweet;Rojas et al. (2017);none
1953;Compound XLIX;COc1cccc(c1)CCc1ccc(c(c1)O)OC;Sweet;Rojas et al. (2017);none
1954;Compound XLVII;COc1ccc(cc1O)CCc1cccc(c1)C;Sweet;Rojas et al. (2017);none
1955;Compound XXI;COc1ccc(cc1O)CNc1ccccc1;Sweet;Rojas et al. (2017);none
1956;Compound XXII;COc1ccc(cc1O)COc1ccccc1;Sweet;Rojas et al. (2017);none
1957;Compound XXIII;COc1ccc(cc1O)CSc1ccccc1;Sweet;Rojas et al. (2017);none
1958;Compound XXIV;COc1ccc(cc1O)NCc1ccccc1;Sweet;Rojas et al. (2017);none
1959;Compound XXVII;COc1ccc(cc1O)C(=O)Oc1ccccc1;Sweet;Rojas et al. (2017);none
1960;Compound XXX;COc1ccc(cc1O)COC(=O)c1ccccc1O;Sweet;Rojas et al. (2017);none
1961;Compound XXXI;COc1ccc(cc1O)CC(=O)c1ccccc1O;Sweet;Rojas et al. (2017);none
1962;Compound XXXII;COc1ccc(cc1O)CCC1CCCCC1;Sweet;Rojas et al. (2017);none
1963;Cyanoarylurea aspartame;COC(=O)C(Cc1ccccc1)CC(=O)CNC(=O)Nc1ccc(cc1)C#N;Sweet;Rojas et al. (2017);none
1964;cyclamate;OS(=O)(=O)NC1CCCCC1;Sweet;Rojas et al. (2017);none
1965;Cyclocarioside A;CC(=O)OCC1OC(C(C1O)O)OC1CCC2(C(C1(C)C)CCC1(C2CC(OC2OC(C)C(C(C2O)O)O)C2C1(C)CCC2C1(C)CCC(O1)C(O)(C)C)C)C;Sweet;Rojas et al. (2017);none
1966;Dihydroquercetin 3-acetate;CC(=O)OC1C(Oc2c(C1=O)c(O)cc(c2)O)c1ccc(c(c1)O)O;Sweet;Rojas et al. (2017);none
1967;Dihydroquercetin 3-acetate 4'-(methylether) (3);COc1ccc(cc1O)C1Oc2cc(O)cc(c2C(=O)C1OC(=O)C)O;Sweet;Rojas et al. (2017);none
1968;Dihydroquercetin 4'-(methyl ether);COc1ccc(cc1O)C1Oc2cc(O)cc(c2C(=O)C1O)O;Sweet;Rojas et al. (2017);none
1969;Dihydroxyacetone;OCC(=O)CO;Sweet;Rojas et al. (2017);none
1970;Dimethyl urea;CN(C(=O)N)C;Sweet;Rojas et al. (2017);none
1971;Disodium glycyrrhizinate;CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)[O-])O)O)OC5C(C(C(C(O5)C(=O)[O-])O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)[O-])C)C)C)C.[Na+].[Na+];Sweet;Rojas et al. (2017);none
1972;Dulcin (p-ethoxyphenylurea);CCOc1ccc(cc1)NC(=O)N;Sweet;Rojas et al. (2017);none
1973;Dulcoside A;OCC1OC(OC23CCC4C(C2)(CC3=C)CCC2C4(C)CCCC2(C)C(=O)OC2OC(CO)C(C(C2O)O)O)C(C(C1O)O)OC1OC(C)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none
1974;Erythritol;OCC(C(CO)O)O;Sweet;Rojas et al. (2017);none
1975;Ethoxy-nitroaniline;CCOc1ccc(cc1N)N(=O)=O;Sweet;Rojas et al. (2017);none
1976;Flavan (4);COc1ccc(cc1O)C1CCc2c(O1)cccc2;Sweet;Rojas et al. (2017);none
1977;Fluoro-nitroaniline;O=N(=O)c1ccc(c(c1)N)F;Sweet;Rojas et al. (2017);none
1978;Fructose;OCC1OC(C(C1O)O)(O)CO;Sweet;Rojas et al. (2017);none
1979;Furfuraldehyde oxime;ON=Cc1ccco1;Sweet;Rojas et al. (2017);none
1980;Gaudichaudioside A;OCC=C(CCC1=C(C=O)CC(C2C1(C)CCCC2(C)CO)OC1OCC(C(C1O)O)O)C;Sweet;Rojas et al. (2017);none
1981;Glucose;OCC1OC(O)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none
1982;Glutamine;OC(=O)CCC(C(=O)N)N;Sweet;Rojas et al. (2017);none
1983;Glycerol;OCC(CO)O;Sweet;Rojas et al. (2017);none
1984;Glycine;NCC(=O)O;Sweet;Rojas et al. (2017);none
1985;Glycine analog of cyanosuosan;N#Cc1ccc(cc1)NC(=O)NCC(=O)O;Sweet;Rojas et al. (2017);none
1986;Glycine analog of suosan;O=C(Nc1ccc(cc1)N(=O)=O)NCC(=O)O;Sweet;Rojas et al. (2017);none
1987;Glycol;OCCO;Sweet;Rojas et al. (2017);none
1988;Glycyrrhizin;OC1C(OC2OC(C(=O)O)C(C(C2O)O)O)C(OC(C1O)C(=O)O)OC1CCC2(C(C1(C)C)CCC1(C2C(=O)C=C2C1(C)CCC1(C2CC(C)(CC1)C(=O)O)C)C)C;Sweet;Rojas et al. (2017);none
1989;Haematoxylin;Oc1cc2CC3(C(c2cc1O)c1ccc(c(c1OC3)O)O)O;Sweet;Rojas et al. (2017);none
1990;Hernandulcin;CC(=CCCC(C1CCC(=CC1=O)C)(O)C)C;Sweet;Rojas et al. (2017);none
1991;Hesperinin glucoside DHC;OCC1OC(Oc2cc(O)c(c(c2)O)C(=O)CCc2ccc(c(c2)O)OC)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none
1992;Hesperitin;COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)O;Sweet;Rojas et al. (2017);none
1993;Histidine;NC(C(=O)O)Cc1c[nH]cn1;Sweet;Rojas et al. (2017);none
1994;Homoeohesperidin DHC;CCOc1ccc(cc1O)CCC(=O)c1c(O)cc(cc1O)OC1OC(CO)C(C(C1OC1OC(C)C(C(C1O)O)O)O)O;Sweet;Rojas et al. (2017);none
1995;Hydroxy-nitroaniline;O=N(=O)c1ccc(c(c1)N)O;Sweet;Rojas et al. (2017);none
1996;Iodo-nitroaniline;O=N(=O)c1ccc(c(c1)N)I;Sweet;Rojas et al. (2017);none
1997;iso Propoxy-nitroaniline;CC(Oc1ccc(cc1N)N(=O)=O)C;Sweet;Rojas et al. (2017);none
1998;Isoflavan or 3-(3-Hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1benzopyran (10);COc1ccc(cc1O)C1COc2c(C1)cccc2;Sweet;Rojas et al. (2017);none
1999;Isomalt (Palatinit) / Isomaltitol;OCC(C(C(C(COC1OC(CO)C(C(C1O)O)O)O)O)O)O;Sweet;Rojas et al. (2017);none
2000;Isomaltulose/Palatinose;OCC1OC(OCC2OC(C(C2O)O)(O)CO)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none
2001;Isovanillic 18;COc1ccc(cc1O)C(Oc1ccccc1)O;Sweet;Rojas et al. (2017);none
2002;Isovanillic 24;Oc1cc2OC3(C(c2cc1O)c1ccc(c(c1OC3)O)O)O;Sweet;Rojas et al. (2017);none
2003;isovanillic 25;COc1ccc2c(c1)OC1(C2c2ccccc2OC1)O;Sweet;Rojas et al. (2017);none
2004;Lactosucrose;OCC1OC(OC2(CO)OC(C(C2O)O)CO)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)O;Sweet;Rojas et al. (2017);none
2005;Lactulose;OCC1OC(C(C1OC1OC(CO)C(C(C1O)O)O)O)(O)CO;Sweet;Rojas et al. (2017);none
2006;L-Aspartyl-aminomalonic acid diester 1;COC(=O)C(C(=O)OC1CCCC1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
2007;L-Aspartyl-aminomalonic acid diester 2;COC(=O)C(C(=O)OC1CCCCC1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
2008;L-Aspartyl-aminomalonic acid diester 3;COC(=O)C(C(=O)OC1C2(C)CCC(C1(C)C)C2)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
2009;Leucrose;OCC(C(C(C(=O)CO)O)O)OC1OC(CO)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none
2010;Liquiritin;OCC1OC(Oc2ccc(cc2)C2CC(=O)c3c(O2)cc(cc3)O)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none
2011;Lugduname;N#Cc1ccc(cc1)NC(=NCc1cccc2c1OCO2)NCC(=O)O;Sweet;Rojas et al. (2017);none
2012;Maltitol;OCC(C(C(C(CO)O)O)OC1OC(CO)C(C(C1O)O)O)O;Sweet;Rojas et al. (2017);none
2013;Maltose;OCC1OC(O)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)O;Sweet;Rojas et al. (2017);none
2014;Methionine;CSCCC(C(=O)O)N;Sweet;Rojas et al. (2017);none
2015;Methoxy-nitroaniline;COc1ccc(cc1N)N(=O)=O;Sweet;Rojas et al. (2017);none
2016;Methyl 2-deoxy-α-D-gluco-pyranoside;COC1CC(O)C(C(O1)CO)O;Sweet;Rojas et al. (2017);none
2017;Methyl 3-deoxy-α-D-gluco-pyranoside;COC1OC(CO)C(CC1O)O;Sweet;Rojas et al. (2017);none
2018;Methyl 4-deoxy-α-D-gluco-pyranoside;COC1OC(CO)CC(C1O)O;Sweet;Rojas et al. (2017);none
2019;Methyl 6-deoxy-α-D-gluco-pyranoside;COC1OC(C)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none
2020;Methyl dihydroxyacetone;COCC(=O)CO;Sweet;Rojas et al. (2017);none
2021;Methyl glucopyranoside;COC1OC(CO)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none
2022;Methyl-nitroaniline;O=N(=O)c1ccc(c(c1)N)C;Sweet;Rojas et al. (2017);none
2023;Methyl-β-D-Fructopyranose;COC1(CO)OCC(C(C1O)O)O;Sweet;Rojas et al. (2017);none
2024;Mogroside II;OCC1OC(OC(C(O)(C)C)CCC(C2CCC3(C2(C)CC(O)C2(C3CC=C3C2CCC(C3(C)C)OC2OC(CO)C(C(C2O)O)O)C)C)C)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none
2025;Mogroside IV;OCC1OC(OC(C(O)(C)C)CCC(C2CCC3(C2(C)CC(O)C2(C3CC=C3C2CCC(C3(C)C)OC2OC(COC3OC(CO)C(C(C3O)O)O)C(C(C2O)O)O)C)C)C)C(C(C1O)O)OC1OC(O)C(C(C1CO)O)O;Sweet;Rojas et al. (2017);none
2026;Mogroside V;OCC1OC(OC2C(OC(C(C2O)O)COC2OC(CO)C(C(C2O)O)O)OC(C(O)(C)C)CCC(C2CCC3(C2(C)CC(O)C2(C3CC=C3C2CCC(C3(C)C)OC2OC(COC3OC(CO)C(C(C3O)O)O)C(C(C2O)O)O)C)C)C)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none
2027;Monohydroxyacetone;CC(=O)CO;Sweet;Rojas et al. (2017);none
2028;N-(L-aspartyl)-1,1-diaminoalkane 1;CC(NC(=O)C(C)(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
2029;N-(L-aspartyl)-1,1-diaminoalkane 2;CC(NC(=O)C(C1CC1)C1CC1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
2030;N-(L-aspartyl)-1,1-diaminoalkane 3;CC(NC(=O)C1CCCC1)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none
